WKT,PLANID,LAAG
"LINESTRING (91627.45556 434718.712865,91632.691805 434724.686253,91623.853532 434732.433847)","574",ALG_CODERINGEN
"LINESTRING (92025.872147 433841.213422,92043.635298 433833.941971)","546",ALG_CODERINGEN
"LINESTRING (94776.961462 435571.496244,94777.93618 435569.824318)","687",ALG_CODERINGEN
"LINESTRING (87250.457186 441272.21726,87251.582264 441270.208401)","646",ALG_CODERINGEN
"LINESTRING (90449.260364 436559.754069,90439.541574 436550.193054,90429.02565 436560.804473,90420.527173 436552.121892)","582",ALG_CODERINGEN
"LINESTRING (90789.49388 436981.382885,90771.60448 436959.432639)","582",ALG_CODERINGEN
"LINESTRING (91916.956006 434204.738866,91902.706735 434189.503822)","574",ALG_CODERINGEN
"LINESTRING (90993.34621 437477.84613,90987.609254 437495.89214,91002.248382 437499.809104)","582",ALG_CODERINGEN
"LINESTRING (92985.168924 443028.791179,92989.269687 443034.177982)","593",ALG_CODERINGEN
"LINESTRING (90476.772121 436740.079578,90483.667865 436746.212979,90493.982276 436734.616549)","582",ALG_CODERINGEN
"LINESTRING (68730.093 445133.134,68729.411 445132.404,68729.526166 445132.342311)","462",ALG_MAATVOERING
"LINESTRING (91388.333451 433919.49609,91390.100135 433918.784431,91384.193676 433904.121727)","574",ALG_CODERINGEN
"LINESTRING (90650.754514 437065.737145,90669.158717 437089.682868)","582",ALG_CODERINGEN
"LINESTRING (91855.020121 433363.962206,91851.734212 433364.404156)","574",ALG_CODERINGEN
"LINESTRING (92574.731448 438176.078138,92575.814218 438174.927464,92577.227926 438174.221863)","596",ALG_CODERINGEN
"LINESTRING (86774.350648 441990.254559,86777.156211 441991.854461)","646",ALG_CODERINGEN
"LINESTRING (94868.272171 436192.983855,94866.157249 436190.381001)","687",ALG_CODERINGEN
"LINESTRING (91335.157041 433781.402005,91331.840586 433772.806322)","574",ALG_CODERINGEN
"LINESTRING (94774.385067 435648.774074,94775.247734 435647.267753,94774.059326 435645.791103)","687",ALG_CODERINGEN
"LINESTRING (95233.609911 433528.708812,95251.526443 433527.94061)","598",ALG_CODERINGEN
"LINESTRING (87378.868589 442583.316041,87381.633433 442583.758346,87381.988063 442581.541559,87386.172761 442587.320126,87380.394193 442591.504824,87380.748823 442589.288036,87377.983978 442588.845731,87378.868589 442583.316041)","646",ALG_CODERINGEN
"LINESTRING (86149.422468 431578.510906,86149.422468 431571.704538)","634",ALG_CODERINGEN
"LINESTRING (91748.544619 434142.027185,91749.553252 434146.487588)","574",ALG_CODERINGEN
"LINESTRING (94743.794258 435444.380462,94744.561656 435442.989619,94746.382632 435443.071839)","687",ALG_CODERINGEN
"LINESTRING (91638.460878 434215.842972,91642.130436 434218.938594)","574",ALG_CODERINGEN
"LINESTRING (91985.87798 443030.599658,91966.445511 443030.599658)","709",ALG_CODERINGEN
"LINESTRING (91656.459324 433699.46224,91649.055274 433703.527255,91643.413017 433692.294953)","574",ALG_CODERINGEN
"LINESTRING (94735.840306 434283.356606,94739.0681 434286.283206)","632",ALG_CODERINGEN
"LINESTRING (91586.981839 434375.146307,91575.672618 434379.467595)","574",ALG_CODERINGEN
"LINESTRING (93956.417425 433575.216867,93962.252047 433568.551693)","598",ALG_CODERINGEN
"LINESTRING (90564.670044 437170.096705,90572.924529 437187.263752,90585.109719 437181.172218)","582",ALG_CODERINGEN
"LINESTRING (94790.79539 436217.131098,94791.941472 436215.143059)","687",ALG_CODERINGEN
"LINESTRING (86126.331079 431636.393072,86126.331079 431628.569077)","634",ALG_CODERINGEN
"LINESTRING (91472.238939 434118.753302,91471.151941 434118.880969)","574",ALG_CODERINGEN
"LINESTRING (95048.284633 433361.484137,95050.809547 433363.932579)","598",ALG_CODERINGEN
"LINESTRING (91839.343553 434301.364238,91833.244974 434294.765473,91822.369391 434282.99791)","574",ALG_CODERINGEN
"LINESTRING (91354.490758 436939.806717,91357.452759 436961.342062)","582",ALG_CODERINGEN
"LINESTRING (91840.309402 433259.650978,91982.292319 433336.353036)","546",ALG_CODERINGEN
"LINESTRING (92579.522117 438182.923042,92577.750332 438182.977769,92576.094812 438182.344151,92574.812318 438181.120457,92574.101757 438179.496474,92574.07333 438177.724072,92574.731448 438176.078138)","596",ALG_CODERINGEN
"LINESTRING (94806.122022 433860.642084,94809.641251 433861.752904)","598",ALG_CODERINGEN
"LINESTRING (91633.525855 433660.32524,91626.364602 433663.551632,91621.538359 433652.748435)","574",ALG_CODERINGEN
"LINESTRING (94596.54566 435834.568432,94597.534351 435832.961881,94599.216689 435833.128505)","687",ALG_CODERINGEN
"LINESTRING (94545.797814 434795.152757,94546.193939 434793.417222,94547.303855 434792.025431,94548.907731 434791.253046,94550.687898 434791.253046,94552.291774 434792.025431,94553.40169 434793.417222,94553.797814 434795.152757,94553.40169 434796.888292,94552.291774 434798.280083,94550.687898 434799.052469,94548.907731 434799.052469,94547.303855 434798.280083,94546.193939 434796.888292,94545.797814 434795.152757)","632",ALG_CODERINGEN
"LINESTRING (95146.630707 433700.665784,95150.407661 433702.26463)","598",ALG_CODERINGEN
"LINESTRING (94900.151727 433333.228209,94901.365966 433328.961977)","598",ALG_CODERINGEN
"LINESTRING (91669.939023 433708.031906,91667.205978 433709.79347)","574",ALG_CODERINGEN
"LINESTRING (94083.266472 433790.733768,94098.043458 433791.268583)","598",ALG_CODERINGEN
"LINESTRING (94798.10468 436203.252602,94799.326678 436201.106282)","687",ALG_CODERINGEN
"LINESTRING (91870.140213 433952.25725,91869.197443 433949.676624)","574",ALG_CODERINGEN
"LINESTRING (91229.251911 436391.920334,91232.933482 436392.466202)","582",ALG_CODERINGEN
"LINESTRING (88150.740676 440418.359645,88152.165979 440416.357185)","646",ALG_CODERINGEN
"LINESTRING (94634.781037 433571.544574,94644.38401 433581.22626)","598",ALG_CODERINGEN
"LINESTRING (94999.083025 433896.255799,95002.02462 433896.94209,95004.996048 433897.635341)","598",ALG_CODERINGEN
"LINESTRING (88697.764818 440007.87397,88698.440876 440006.713138)","646",ALG_CODERINGEN
"LINESTRING (91313.49791 433961.000487,91311.838043 433956.83835)","574",ALG_CODERINGEN
"LINESTRING (87921.393882 441439.883413,87917.638484 441437.86817)","646",ALG_CODERINGEN
"LINESTRING (90463.080842 436516.162562,90450.358283 436530.578308,90445.275415 436525.880407)","582",ALG_CODERINGEN
"LINESTRING (90921.54054 432062.874947,90921.55717 432064.750885,90920.260027 432065.467804)","577",ALG_CODERINGEN
"LINESTRING (94577.173674 435961.054162,94579.426698 435960.266775)","687",ALG_CODERINGEN
"LINESTRING (94630.95233 436481.971017,94631.266817 436478.1329)","687",ALG_CODERINGEN
"LINESTRING (91386.822622 437313.382438,91388.144541 437298.878936)","582",ALG_CODERINGEN
"LINESTRING (94219.841023 432694.595056,94216.966978 432689.798159)","598",ALG_CODERINGEN
"LINESTRING (90578.712607 436993.711133,90592.760654 436990.736272,90595.707188 437004.650549)","582",ALG_CODERINGEN
"LINESTRING (94717.335371 436362.686965,94719.163555 436360.567125)","687",ALG_CODERINGEN
"LINESTRING (90089.002932 437346.338971,90092.672705 437324.957552,90086.572946 437324.046213)","582",ALG_CODERINGEN
"LINESTRING (94795.136826 436322.232355,94797.56699 436321.18022)","687",ALG_CODERINGEN
"LINESTRING (87169.325876 432211.865622,87172.293758 432220.263552,87177.811303 432220.263552)","634",ALG_CODERINGEN
"LINESTRING (90414.063 431072.641,90415.039 431072.425,90415.033823 431072.554992)","494",ALG_MAATVOERING
"LINESTRING (87763.262459 441061.409198,87766.19859 441056.732044)","646",ALG_CODERINGEN
"LINESTRING (94880.412278 433467.692225,94881.437498 433467.931415)","598",ALG_CODERINGEN
"LINESTRING (89939.597739 437398.388626,89932.087415 437404.193019,89943.307446 437419.316116,89950.82 437413.509999)","582",ALG_CODERINGEN
"LINESTRING (91354.590555 433795.027243,91362.357008 433791.988385)","574",ALG_CODERINGEN
"LINESTRING (95888.282284 441044.905939,95899.75628 441047.660835)","589",ALG_CODERINGEN
"LINESTRING (91724.932217 434588.894801,91734.17137 434592.475811,91740.428246 434576.332815)","574",ALG_CODERINGEN
"LINESTRING (90520.48123 436796.468491,90505.003065 436813.870497,90497.679386 436807.356472)","582",ALG_CODERINGEN
"LINESTRING (91828.537406 434299.326702,91833.244974 434294.765473)","574",ALG_CODERINGEN
"LINESTRING (94748.23229 434146.899587,94747.400494 434147.879493,94749.539399 434150.848894)","632",ALG_CODERINGEN
"LINESTRING (94838.822252 434360.254022,94838.602863 434361.642806,94841.418339 434363.068134)","632",ALG_CODERINGEN
"LINESTRING (91742.26684 433588.14895,91744.964815 433586.125468)","574",ALG_CODERINGEN
"LINESTRING (94816.89 434498.94,94822.98 434500.0)","632",ALG_CODERINGEN
"LINESTRING (91122.416007 432954.101923,91123.022976 432957.215936)","577",ALG_CODERINGEN
"LINESTRING (91862.612813 434155.281079,91868.039688 434150.5579)","574",ALG_CODERINGEN
"LINESTRING (90498.501563 437265.19414,90509.312422 437235.624798)","582",ALG_CODERINGEN
"LINESTRING (91945.823431 433460.813753,91946.387676 433460.741309)","574",ALG_CODERINGEN
"LINESTRING (92928.872512 443073.394284,92913.279638 443073.394284,92913.279638 443082.328981)","592",ALG_CODERINGEN
"LINESTRING (91725.554754 433564.615634,91727.778737 433562.947646)","574",ALG_CODERINGEN
"LINESTRING (91344.395952 433811.204877,91346.522947 433810.311877,91342.471817 433800.662693)","574",ALG_CODERINGEN
"LINESTRING (91565.811213 434227.592788,91571.008226 434240.178149)","574",ALG_CODERINGEN
"LINESTRING (86765.714934 441950.160441,86768.710737 441951.733351)","646",ALG_CODERINGEN
"LINESTRING (94750.761887 435661.320921,94751.789948 435659.727431)","687",ALG_CODERINGEN
"LINESTRING (90570.559203 436982.643537,90556.346202 436984.728745,90547.766094 436985.987543)","582",ALG_CODERINGEN
"LINESTRING (91731.552075 443663.994881,91732.686 443662.657,91731.748085 443664.120854)","368",ALG_MAATVOERING
"LINESTRING (91742.344372 433807.507001,91740.042813 433809.23317)","574",ALG_CODERINGEN
"LINESTRING (91660.75352 434686.007058,91662.494324 434687.992927)","574",ALG_CODERINGEN
"LINESTRING (94971.92016 434265.973694,94974.944543 434265.934435,94975.121294 434264.815562)","632",ALG_CODERINGEN
"LINESTRING (94664.635669 436334.436744,94665.78814 436336.021189)","687",ALG_CODERINGEN
"LINESTRING (91304.168614 433696.603753,91309.876029 433694.96306)","574",ALG_CODERINGEN
"LINESTRING (90315.124206 431068.309858,90315.11883 431068.438992)","494",ALG_MAATVOERING
"LINESTRING (94671.910292 435739.128778,94673.23384 435739.533809,94674.335112 435737.768125)","687",ALG_CODERINGEN
"LINESTRING (94799.067008 433859.518276,94806.122022 433860.642084)","598",ALG_CODERINGEN
"LINESTRING (94568.759316 435655.460127,94573.36726 435656.19798)","687",ALG_CODERINGEN
"LINESTRING (90519.367666 436334.989986,90506.15992 436330.08109,90498.684157 436350.13246)","582",ALG_CODERINGEN
"LINESTRING (94669.463127 434670.519796,94672.786319 434670.499446)","632",ALG_CODERINGEN
"LINESTRING (91200.230348 436495.726072,91202.631028 436476.747463)","582",ALG_CODERINGEN
"LINESTRING (86993.110822 432519.653033,87001.535316 432519.32158)","634",ALG_CODERINGEN
"LINESTRING (68948.389453 445788.315238,68955.471757 445798.889397)","595",ALG_CODERINGEN
"LINESTRING (94843.202858 433634.648226,94850.982767 433636.463323)","598",ALG_CODERINGEN
"LINESTRING (88440.486868 439980.913002,88435.840994 439978.234944)","646",ALG_CODERINGEN
"LINESTRING (90539.94315 436290.449022,90548.774364 436293.708457)","582",ALG_CODERINGEN
"LINESTRING (91791.937578 434150.073378,91791.359998 434147.25102)","574",ALG_CODERINGEN
"LINESTRING (91537.978476 433965.193442,91541.652567 433963.683931,91534.940586 433947.347222)","574",ALG_CODERINGEN
"LINESTRING (91200.824626 436454.897309,91223.923325 436457.646806)","582",ALG_CODERINGEN
"LINESTRING (91708.579789 434404.714179,91709.641385 434403.646234)","574",ALG_CODERINGEN
"LINESTRING (91323.599177 433750.351372,91319.55706 433739.972185,91316.970836 433740.979375)","574",ALG_CODERINGEN
"LINESTRING (95870.898005 441040.521746,95882.015948 441043.191153)","589",ALG_CODERINGEN
"LINESTRING (91571.690399 434798.353346,91568.79126 434784.295714)","574",ALG_CODERINGEN
"LINESTRING (86773.69255 441952.665441,86776.498113 441954.265343)","646",ALG_CODERINGEN
"LINESTRING (91596.506594 434382.982207,91594.375387 434384.360326)","574",ALG_CODERINGEN
"LINESTRING (91211.028936 437377.745488,91203.585641 437383.774946)","582",ALG_CODERINGEN
"LINESTRING (94587.536887 435849.255208,94588.525579 435847.648656,94590.207916 435847.815281)","687",ALG_CODERINGEN
"LINESTRING (93989.918732 433038.184467,93980.58287 433049.37016)","598",ALG_CODERINGEN
"LINESTRING (89836.271629 431277.283144,89837.901022 431281.295302,89844.990997 431298.750144,89846.62047 431302.761597)","634",ALG_MAATVOERING
"LINESTRING (92227.2 434984.787,92288.423959 435025.303086)","586",ALG_CODERINGEN
"LINESTRING (91759.406095 434178.976618,91756.591347 434166.529179)","574",ALG_CODERINGEN
"LINESTRING (90681.385246 436187.591248,90684.219328 436179.497039)","582",ALG_CODERINGEN
"LINESTRING (90470.231378 436746.91899,90483.767468 436758.958627)","582",ALG_CODERINGEN
"LINESTRING (91161.952816 436716.545097,91160.432313 436729.029545,91151.14677 436729.029545)","582",ALG_CODERINGEN
"LINESTRING (91709.087224 434418.686648,91708.474322 434418.081015)","574",ALG_CODERINGEN
"LINESTRING (91730.191075 443666.119881,91729.449 443667.709,91730.779 443666.497,91730.583227 443666.371645)","368",ALG_MAATVOERING
"LINESTRING (94684.48831 433024.438093,94678.419254 433034.277454)","598",ALG_CODERINGEN
"LINESTRING (90848.477146 436179.047152,90842.439078 436199.025338,90824.806926 436193.687305)","582",ALG_CODERINGEN
"LINESTRING (94869.533382 434207.418093,94866.484413 434205.708969,94866.737835 434204.273626)","632",ALG_CODERINGEN
"LINESTRING (92732.60663 435194.646917,92737.441038 435194.036314)","569",ALG_CODERINGEN
"LINESTRING (91471.719059 434115.85898,91469.214993 434109.635568,91467.680386 434110.253035)","574",ALG_CODERINGEN
"LINESTRING (94215.842981 432699.630427,94219.841023 432694.595056)","598",ALG_CODERINGEN
"LINESTRING (89987.283384 437474.004281,89984.249429 437490.452122)","582",ALG_CODERINGEN
"LINESTRING (90415.028206 431072.683858,90513.002204 431076.972908)","494",ALG_MAATVOERING
"LINESTRING (90618.285778 437219.034365,90617.939903 437208.874403,90611.53006 437209.086489)","582",ALG_CODERINGEN
"LINESTRING (91852.779932 434156.964509,91840.579101 434142.015009)","574",ALG_CODERINGEN
"LINESTRING (91320.672954 433492.4625,91319.892899 433495.815807)","574",ALG_CODERINGEN
"LINESTRING (94185.641869 436372.920151,94185.273913 436372.602897)","440",ALG_MAATVOERING
"LINESTRING (91704.486972 434641.637626,91699.999523 434639.898331)","574",ALG_CODERINGEN
"LINESTRING (92087.150273 434232.77642,92087.530551 434231.390012)","574",ALG_CODERINGEN
"LINESTRING (87947.681196 440969.89022,87948.080759 440968.39903,87949.172386 440967.307403,87950.663576 440966.90784,87952.154766 440967.307403,87953.246392 440968.39903,87953.645956 440969.89022,87953.246392 440971.38141,87952.154766 440972.473037,87950.663576 440972.8726,87949.172386 440972.473037,87948.080759 440971.38141,87947.681196 440969.89022)","646",ALG_CODERINGEN
"LINESTRING (90848.695155 437172.300186,90849.201752 437189.666634,90828.694366 437190.222226)","582",ALG_CODERINGEN
"LINESTRING (91200.304479 437431.568995,91201.758339 437419.49608)","582",ALG_CODERINGEN
"LINESTRING (94651.872136 435512.694273,94650.5539 435511.921596)","687",ALG_CODERINGEN
"LINESTRING (94002.003103 433799.731571,94002.091548 433797.104186)","598",ALG_CODERINGEN
"LINESTRING (94277.950332 433848.694025,94278.00898 433847.272763)","568",ALG_CODERINGEN
"LINESTRING (88478.176499 439864.942491,88478.168 439864.956,88478.178329 439864.943611)","503",ALG_MAATVOERING
"LINESTRING (91856.740836 434118.470726,91860.41919 434123.090638)","574",ALG_CODERINGEN
"LINESTRING (91776.164292 434231.205464,91778.359753 434229.150215)","574",ALG_CODERINGEN
"LINESTRING (90580.13129 437307.103258,90588.543125 437281.277809)","582",ALG_CODERINGEN
"LINESTRING (91072.531124 437196.89148,91061.891299 437205.389476)","582",ALG_CODERINGEN
"LINESTRING (91731.03656 433560.504278,91732.759214 433559.212288,91736.193105 433563.790808)","574",ALG_CODERINGEN
"LINESTRING (95301.200152 433552.190388,95312.604126 433551.38764,95319.510755 433563.856962)","598",ALG_CODERINGEN
"LINESTRING (97522.921 436033.622832,97522.921 435999.934)","542",ALG_CODERINGEN
"LINESTRING (91063.587998 436375.122,91071.760699 436349.716659)","582",ALG_CODERINGEN
"LINESTRING (91728.476043 434579.743578,91730.353747 434580.471359,91735.976286 434565.96498)","574",ALG_CODERINGEN
"LINESTRING (90536.343793 436867.461378,90509.851929 436868.345189,90510.008686 436881.933765)","582",ALG_CODERINGEN
"LINESTRING (94238.474639 433765.32066,94244.627471 433759.440808)","598",ALG_CODERINGEN
"LINESTRING (69169.147296 445584.351702,69176.197445 445594.877854)","595",ALG_CODERINGEN
"LINESTRING (91749.553252 434146.487588,91751.530471 434155.231286)","574",ALG_CODERINGEN
"LINESTRING (94840.132974 434234.614828,94841.344354 434227.559836)","632",ALG_CODERINGEN
"LINESTRING (86924.321838 442339.921519,86927.048738 442339.285897,86926.539111 442337.099532,86932.597625 442340.867549,86928.829609 442346.926063,86928.319982 442344.739698,86925.593082 442345.37532,86924.321838 442339.921519)","646",ALG_CODERINGEN
"LINESTRING (86232.610082 432284.891976,86239.736788 432284.891976)","634",ALG_CODERINGEN
"LINESTRING (88410.087407 440022.781092,88407.210757 440021.093469)","646",ALG_CODERINGEN
"LINESTRING (90521.99544 436724.027684,90513.996703 436733.84528,90496.108569 436717.956708,90506.234491 436708.711951)","582",ALG_CODERINGEN
"LINESTRING (93781.120773 433551.076896,93791.424701 433538.85206)","598",ALG_CODERINGEN
"LINESTRING (90406.555879 436495.118063,90420.373235 436474.725136)","582",ALG_CODERINGEN
