WKT,PLANID,LAAG,TEKST,SYMBOOL,ROTATIE,OID_,SYMBOOL_1,LEGENDA,LAAG_1
"POINT (85990.437152 430828.238195)","585",A_LEIDINGNUMMER,"2",,"4.7123","0",,,
"POINT (90030.646115 431224.76891)","516",A_STRAALPAD,"100.00",,"5.9565","0",,,
"POINT (89935.936115 431256.86191)","516",A_STRAALPAD,"100.00",,"5.9565","0",,,
"POINT (89329.724377 431513.354519)","516",A_HOOGSP_BOVENGR,"27.50",,"0.2921","0",,,
"POINT (89356.058377 431521.277519)","516",A_HOOGSP_BOVENGR,"27.50",,"0.2921","0",,,
"POINT (89090.353032 431731.975077)","634",A_LEIDINGNUMMER,"1",,"0.0000","0",,,
"POINT (87782.024263 431935.84974)","634",A_BEDRW_DNSTW_TOEGEST,,Bedrijfs-Dienstwoning,"0.0000","24",Bedrijfswoning dienstwoning toegestaan,diversen,A_BEDRW_DNSTW_TOEGEST
"POINT (87772.599405 431961.112566)","634",A_OPSL_STALLING_TOEGEST,,Opslag en stalling,"0.0000","0",,,
"POINT (87778.026127 432001.290279)","634",A_OPSL_STALLING_TOEGEST,,Opslag en stalling,"0.0000","0",,,
"POINT (86984.511156 432003.109255)","634",A_LEIDINGNUMMER,"3",,"0.0000","0",,,
"POINT (87019.433053 432011.986915)","634",A_LEIDINGNUMMER,"2",,"0.0000","0",,,
"POINT (91112.031765 432290.770961)","577",A_LEIDINGNUMMER,"3",,"1.5708","0",,,
"POINT (87035.55679 432339.624352)","634",A_LEIDINGNUMMER,"2",,"0.0000","0",,,
"POINT (86985.78 432340.18)","634",A_LEIDINGNUMMER,"3",,"0.0000","0",,,
"POINT (91302.867941 432370.847528)","577",A_LEIDINGNUMMER,"3",,"1.5708","0",,,
"POINT (91179.144838 432393.881465)","577",A_LEIDINGNUMMER,"3",,"1.5708","0",,,
"POINT (91256.02 432401.64)","577",A_LPG_VULPUNT,,LPG Vulpunt,"3.3924","0",,,
"POINT (91256.02 432401.64)","624",A_LPG_VULPUNT,,LPG Vulpunt,"6.2665","0",,,
"POINT (90718.889471 432458.518218)","577",A_LEIDINGNUMMER,"1",,"1.5708","0",,,
"POINT (90744.13688 432463.922572)","577",A_GASDRUKREGELSTAT_TOEGESTAAN,,Gasdrukregelstation,"1.5692","42",Gasdrukregelstation,diversen,A_GASDRUKREGELSTAT_TOEGESTAAN
"POINT (86728.751437 432482.603799)","634",A_BEDRW_DNSTW_TOEGEST,,Bedrijfs-Dienstwoning,"6.1387","24",Bedrijfswoning dienstwoning toegestaan,diversen,A_BEDRW_DNSTW_TOEGEST
"POINT (91334.604194 432482.939033)","577",A_LPG_TANK,,LPG_Tank,"1.0685","66",LPG_Tank,brandstof,A_LPG_TANK
"POINT (91416.691734 432488.403089)","577",A_LPG_AFLEVERZUIL,,LPG_Afleverzuil,"1.8216","15",Afleverzuil,brandstof,A_LPG_AFLEVERZUIL
"POINT (91416.448908 432488.705737)","624",A_LPG_AFLEVERZUIL,,LPG_Afleverzuil,"5.7537","15",Afleverzuil,brandstof,A_LPG_AFLEVERZUIL
"POINT (87071.601813 432492.515996)","634",A_LEIDINGNUMMER,"2",,"0.0000","0",,,
"POINT (94337.335878 432505.457796)","598",A_LEIDINGNUMMER,"2",,"5.5189","0",,,
"POINT (87003.66 432513.309999)","634",A_LEIDINGNUMMER,"3",,"0.0000","0",,,
"POINT (91367.748859 432523.619095)","577",A_LPG_AFLEVERZUIL,,LPG_Afleverzuil,"1.8216","15",Afleverzuil,brandstof,A_LPG_AFLEVERZUIL
"POINT (86761.511653 432540.360671)","634",A_LEIDINGNUMMER,"4",,"0.0000","0",,,
"POINT (90729.835554 432547.708407)","577",A_LEIDINGNUMMER,"3",,"1.5708","0",,,
"POINT (94235.597833 432552.324365)","598",A_LEIDINGNUMMER,"2",,"5.5189","0",,,
"POINT (90735.272823 432567.615698)","577",A_LEIDINGNUMMER,"4",,"1.5708","0",,,
"POINT (94469.273303 432611.645049)","598",A_LEIDINGNUMMER,"1",,"5.5136","0",,,
"POINT (86780.097481 432624.500769)","634",A_LEIDINGNUMMER,"4",,"0.0000","0",,,
"POINT (94467.468419 432844.686744)","598",A_KINDERDAGVERBLIJF,,kinderdagverblijf,"0.2660","56",kinderdagverblijf,bedrijf/detailhandel/voorz,A_KINDERDAGVERBLIJF
"POINT (94250.628515 432911.543823)","598",A_HORECA_TOEGEST,,Horeca,"5.5204","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94233.284753 432924.565993)","598",A_HORECA_TOEGEST,,Horeca,"5.5204","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94213.804045 432973.707174)","598",A_HORECA_TOEGEST,,Horeca,"5.5204","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94165.358993 433031.659906)","598",A_DAK,,Plat afgedekt,"5.3745","0",,,
"POINT (95046.509334 433051.159523)","598",A_MAATSCH_VOORZ_TOEGEST,,Maatschappelijke voorziening,"0.0000","70",maatschappelijk voorziening,bedrijf/detailhandel/voorz,A_MAATSCH_VOORZ_TOEGEST
"POINT (93818.087499 433074.684929)","598",A_LEIDINGNUMMER,"2",,"5.5189","0",,,
"POINT (94122.873245 433075.362153)","598",A_GARAGE_TOEGEST,,Garagebedrijf,"4.7522","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (94220.450789 433080.054834)","598",A_MAATSCH_VOORZ_TOEGEST,,Maatschappelijke voorziening,"5.5204","70",maatschappelijk voorziening,bedrijf/detailhandel/voorz,A_MAATSCH_VOORZ_TOEGEST
"POINT (95057.011193 433084.548723)","598",A_DAK,,Plat afgedekt,"4.4333","0",,,
"POINT (94117.382806 433085.301813)","598",A_HORECA_TOEGEST,,Horeca,"5.5204","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94173.347044 433086.44642)","598",A_DAK,,Plat afgedekt,"5.3722","0",,,
"POINT (94208.517574 433101.673814)","598",A_DAK,,Plat afgedekt,"5.2072","0",,,
"POINT (93770.895695 433123.978664)","598",A_LEIDINGNUMMER,"1",,"5.5136","0",,,
"POINT (94071.184069 433148.420427)","598",A_DAK,,Plat afgedekt,"5.4018","0",,,
"POINT (94035.925259 433192.433785)","598",A_DAK,,Plat afgedekt,"5.4018","0",,,
"POINT (94310.457647 433221.33483)","598",A_HORECA_TOEGEST,,Horeca,"0.2119","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94007.587543 433223.588738)","598",A_DAK,,Plat afgedekt,"5.4018","0",,,
"POINT (94508.191161 433259.303786)","598",A_HORECA_TOEGEST,,Horeca,"0.2222","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91804.697487 433273.277916)","574",A_DAK,,Plat afgedekt,"1.5551","0",,,
"POINT (94772.077529 433285.957357)","598",A_DAK,,Plat afgedekt,"3.4441","0",,,
"POINT (91819.478496 433287.839299)","574",A_GEB_PARKEERVOORZIENING,P.1,,"4.5090","0",,,
"POINT (91749.633203 433296.181505)","574",A_DAK,,Plat afgedekt,"1.1607","0",,,
"POINT (91825.095601 433304.51455)","574",A_DAK,,Plat afgedekt,"1.5551","0",,,
"POINT (91471.036633 433349.017765)","574",A_DAK,,Plat afgedekt,"6.1537","0",,,
"POINT (91839.174777 433353.828649)","574",A_DAK,,Plat afgedekt,"6.1555","0",,,
"POINT (91220.844451 433354.583462)","574",A_DAK,,Plat afgedekt,"1.2024","0",,,
"POINT (91455.39949 433356.213533)","574",A_DAK,,Plat afgedekt,"1.4571","0",,,
"POINT (91418.252735 433362.150096)","574",A_DAK,,Plat afgedekt,"5.9577","0",,,
"POINT (91502.604055 433366.180498)","574",A_DAK,,Plat afgedekt,"1.4571","0",,,
"POINT (91774.581519 433366.488725)","574",A_DAK,,Plat afgedekt,"5.8667","0",,,
"POINT (91228.197818 433372.484815)","574",A_DAK,,Plat afgedekt,"1.2024","0",,,
"POINT (91188.101858 433372.547004)","574",A_DAK,,Plat afgedekt,"1.1881","0",,,
"POINT (91440.25036 433374.549142)","574",A_DAK,,Plat afgedekt,"1.2481","0",,,
"POINT (91354.023784 433383.651598)","574",A_DAK,,Plat afgedekt,"5.9577","0",,,
"POINT (91402.654015 433387.282181)","574",A_DAK,,Plat afgedekt,"1.2481","0",,,
"POINT (91633.726396 433388.932398)","574",A_DAK,,Plat afgedekt,"0.9193","0",,,
"POINT (91378.633573 433395.774008)","574",A_DAK,,Plat afgedekt,"1.2481","0",,,
"POINT (91728.415955 433396.715446)","574",A_DAK,,Plat afgedekt,"5.6218","0",,,
"POINT (91295.845307 433403.250105)","574",A_DAK,,Plat afgedekt,"5.9577","0",,,
"POINT (91340.632237 433408.328492)","574",A_DAK,,Plat afgedekt,"1.2481","0",,,
"POINT (91242.708016 433409.109978)","574",A_DAK,,Plat afgedekt,"1.2024","0",,,
"POINT (91510.693889 433412.313488)","574",A_DAK,,Plat afgedekt,"1.4571","0",,,
"POINT (91462.175031 433413.103081)","574",A_DAK,,Plat afgedekt,"1.4571","0",,,
"POINT (91316.529913 433413.299172)","574",A_DAK,,Plat afgedekt,"1.2481","0",,,
"POINT (91204.645107 433416.974847)","574",A_DAK,,Plat afgedekt,"1.1868","0",,,
"POINT (91286.135901 433423.712075)","574",A_DAK,,Plat afgedekt,"1.2481","0",,,
"POINT (91850.469355 433433.812267)","574",A_DAK,,Plat afgedekt,"6.2746","0",,,
"POINT (91797.808957 433440.88449)","574",A_DAK,,Plat afgedekt,"5.9924","0",,,
"POINT (91628.938612 433443.981577)","574",A_DAK,,Plat afgedekt,"1.4103","0",,,
"POINT (91761.135136 433454.855513)","574",A_DAK,,Plat afgedekt,"5.8147","0",,,
"POINT (91224.999956 433472.209904)","574",A_HORECA_TOEGEST,,Horeca,"4.5090","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91269.298344 433478.279844)","574",A_DAK,,Plat afgedekt,"1.2024","0",,,
"POINT (95560.91356 433490.275804)","598",A_LPG_TANK,,LPG_Tank,"0.2721","66",LPG_Tank,brandstof,A_LPG_TANK
"POINT (91427.657659 433491.002419)","574",A_DAK,,Plat afgedekt,"5.9517","0",,,
"POINT (91520.158238 433491.052425)","574",A_DAK,,Plat afgedekt,"1.4591","0",,,
"POINT (95576.93 433494.76)","598",A_LPG_VULPUNT,,LPG Vulpunt,"0.2292","0",,,
"POINT (91472.719318 433497.217362)","574",A_DAK,,Plat afgedekt,"1.1836","0",,,
"POINT (91380.108912 433506.672594)","574",A_DAK,,Plat afgedekt,"5.9517","0",,,
"POINT (95503.692929 433509.385138)","598",A_LPG_AFLEVERZUIL,,Afleverzuil,"0.0000","15",Afleverzuil,brandstof,A_LPG_AFLEVERZUIL
"POINT (91233.015152 433515.843765)","574",A_DAK,,Plat afgedekt,"1.1868","0",,,
"POINT (94692.296264 433516.023396)","598",A_HORECA_TOEGEST,,Horeca,"0.2234","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91334.525435 433521.615619)","574",A_DAK,,Plat afgedekt,"5.9517","0",,,
"POINT (95505.349035 433529.597886)","598",A_VERK_MTRBRST_TOEGEST,,Motorbrandstof,"0.2292","115",Verkooppunt motorbrandstoffen,brandstof,A_VERK_MTRBRST_TOEGEST
"POINT (91464.598873 433544.881997)","574",A_DAK,,Plat afgedekt,"1.1836","0",,,
"POINT (91439.621852 433556.155997)","574",A_DAK,,Plat afgedekt,"1.1836","0",,,
"POINT (91689.858724 433556.636947)","574",A_DAK,,Plat afgedekt,"5.6292","0",,,
"POINT (93772.306925 433564.990128)","598",A_HORECA_TOEGEST,,Horeca,"5.5204","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91419.545961 433565.434877)","574",A_DAK,,Plat afgedekt,"1.1836","0",,,
"POINT (91708.402692 433579.8755)","574",A_DAK,,Plat afgedekt,"5.6292","0",,,
"POINT (91311.528006 433580.790094)","574",A_DAK,,Plat afgedekt,"1.1836","0",,,
"POINT (91372.609243 433581.327296)","574",A_DAK,,Plat afgedekt,"1.1836","0",,,
"POINT (91398.521366 433582.398267)","574",A_DAK,,Plat afgedekt,"1.1836","0",,,
"POINT (91249.491962 433587.605678)","574",A_DAK,,Plat afgedekt,"1.1757","0",,,
"POINT (91346.682382 433589.605441)","574",A_DAK,,Plat afgedekt,"1.1836","0",,,
"POINT (95065.446981 433595.455047)","598",A_DAK,,Plat afgedekt,"4.8846","0",,,
"POINT (91279.510903 433597.430709)","574",A_DAK,,Plat afgedekt,"1.1757","0",,,
"POINT (91724.985888 433602.482)","574",A_DAK,,Plat afgedekt,"5.6292","0",,,
"POINT (95282.738337 433605.679403)","598",A_MAATSCH_VOORZ_TOEGEST,,Maatschappelijke voorziening,"0.0000","70",maatschappelijk voorziening,bedrijf/detailhandel/voorz,A_MAATSCH_VOORZ_TOEGEST
"POINT (91276.121488 433617.402416)","574",A_DAK,,Plat afgedekt,"1.1757","0",,,
"POINT (93804.928723 433624.574908)","598",A_HORECA_TOEGEST,,Horeca,"2.9144","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91744.716958 433627.633739)","574",A_DAK,,Plat afgedekt,"5.6292","0",,,
"POINT (91698.605964 433632.4282)","574",A_DAK,,Plat afgedekt,"0.9394","0",,,
"POINT (95027.622883 433632.855548)","598",A_DAK,,Plat afgedekt,"4.8846","0",,,
"POINT (93821.061693 433639.271512)","598",A_DAK,,Plat afgedekt,"0.7053","0",,,
"POINT (91297.62448 433641.473948)","574",A_DAK,,Plat afgedekt,"1.1757","0",,,
"POINT (93749.954333 433646.967168)","598",A_DAK,,Plat afgedekt,"0.6901","0",,,
"POINT (91762.345393 433649.981966)","574",A_DAK,,Plat afgedekt,"5.6292","0",,,
"POINT (93786.300609 433650.530583)","598",A_DAK,,Plat afgedekt,"5.4154","0",,,
"POINT (93696.668009 433653.814805)","598",A_DAK,,Plat afgedekt,"5.4333","0",,,
"POINT (93762.029652 433672.836764)","598",A_DAK,,Plat afgedekt,"5.4333","0",,,
"POINT (94985.739547 433677.181346)","598",A_DAK,,Plat afgedekt,"4.8846","0",,,
"POINT (93674.42558 433680.06711)","598",A_DAK,,Plat afgedekt,"2.2840","0",,,
"POINT (95019.261006 433680.291325)","598",A_DAK,,Plat afgedekt,"4.8846","0",,,
"POINT (91802.491636 433690.342568)","574",A_DAK,,Plat afgedekt,"1.4435","0",,,
"POINT (91708.686074 433690.407974)","574",A_DAK,,Plat afgedekt,"0.9273","0",,,
"POINT (95183.680859 433691.149652)","598",A_MAATSCH_VOORZ_TOEGEST,,Maatschappelijke voorziening,"0.0000","70",maatschappelijk voorziening,bedrijf/detailhandel/voorz,A_MAATSCH_VOORZ_TOEGEST
"POINT (91187.854459 433693.545113)","574",A_BOUWMARKT_TOEGEST,,Bouwmarkt,"4.3459","29",Bouwmarkt,bedrijf/detailhandel/voorz,A_BOUWMARKT_TOEGEST
"POINT (91744.215134 433694.066379)","574",A_DAK,,Plat afgedekt,"0.9394","0",,,
"POINT (91360.257283 433697.571212)","574",A_DAK,,Plat afgedekt,"1.2025","0",,,
"POINT (91297.171327 433698.489351)","574",A_DAK,,Plat afgedekt,"1.2025","0",,,
"POINT (93677.085228 433703.662645)","598",A_DAK,,Plat afgedekt,"0.7053","0",,,
"POINT (91302.940781 433709.129485)","574",A_DAK,,Plat afgedekt,"1.2025","0",,,
"POINT (91314.286695 433711.395184)","574",A_DAK,,Plat afgedekt,"1.2025","0",,,
"POINT (95155.229955 433715.278533)","598",A_MAATSCH_VOORZ_TOEGEST,,Maatschappelijke voorziening,"0.0000","70",maatschappelijk voorziening,bedrijf/detailhandel/voorz,A_MAATSCH_VOORZ_TOEGEST
"POINT (94450.862201 433717.973109)","598",A_HORECA_TOEGEST,,Horeca,"0.2475","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (95012.260375 433720.902457)","598",A_DAK,,Plat afgedekt,"4.8846","0",,,
"POINT (91318.465621 433722.464307)","574",A_DAK,,Plat afgedekt,"1.2025","0",,,
"POINT (91553.52938 433724.036782)","574",A_DAK,,Plat afgedekt,"1.1757","0",,,
"POINT (93706.235976 433724.766487)","598",A_DAK,,Plat afgedekt,"0.7053","0",,,
"POINT (95143.136086 433725.791497)","598",A_MAATSCH_VOORZ_TOEGEST,,Maatschappelijke voorziening,"0.0000","70",maatschappelijk voorziening,bedrijf/detailhandel/voorz,A_MAATSCH_VOORZ_TOEGEST
"POINT (93743.474608 433727.832659)","598",A_DAK,,Plat afgedekt,"0.7053","0",,,
"POINT (91334.711082 433734.318565)","574",A_DAK,,Plat afgedekt,"1.2025","0",,,
"POINT (91414.833444 433752.767419)","574",A_DAK,,Plat afgedekt,"1.1846","0",,,
"POINT (95005.955681 433758.240724)","598",A_DAK,,Plat afgedekt,"4.8846","0",,,
"POINT (94944.852915 433766.6361)","598",A_DAK,,Plat afgedekt,"4.8846","0",,,
"POINT (94970.349657 433771.801503)","598",A_DAK,,Plat afgedekt,"4.8846","0",,,
"POINT (91339.530537 433775.24881)","574",A_DAK,,Plat afgedekt,"1.2025","0",,,
"POINT (91950.201382 433779.653634)","574",A_DAK,,Plat afgedekt,"1.4450","0",,,
"POINT (93748.286884 433781.245196)","598",A_BEDRIJF_TOEGEST,,Bedrijf,"0.0328","22",bedrijf toegestaan,bedrijf/detailhandel/voorz,A_BEDRIJF_TOEGEST
"POINT (91985.619116 433783.296841)","574",A_DAK,,Plat afgedekt,"1.4450","0",,,
"POINT (95074.847565 433783.64291)","598",A_MAATSCH_VOORZ_TOEGEST,,Maatschappelijke voorziening,"0.0000","70",maatschappelijk voorziening,bedrijf/detailhandel/voorz,A_MAATSCH_VOORZ_TOEGEST
"POINT (93952.547311 433789.448072)","598",A_SEKSINR_TOEGEST,,Seksinrichting,"4.8299","0",,,
"POINT (93693.991034 433793.239898)","598",A_HORECA_TOEGEST,,Horeca,"5.5204","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (93717.302966 433794.485859)","598",A_BEDRIJF_TOEGEST,,Bedrijf,"0.0328","22",bedrijf toegestaan,bedrijf/detailhandel/voorz,A_BEDRIJF_TOEGEST
"POINT (91399.832376 433796.150177)","574",A_DAK,,Plat afgedekt,"1.1757","0",,,
"POINT (93902.781468 433796.334764)","598",A_BELHUIS_TOEGEST,,Belhuis,"0.0208","0",,,
"POINT (94408.646525 433796.71223)","598",A_GELIJKRICHTERSSTAT_TOEGEST,,Gelijkrichtersstation,"0.4959","0",,,
"POINT (91336.458259 433799.465471)","574",A_DAK,,Plat afgedekt,"1.1757","0",,,
"POINT (91348.333678 433800.154684)","574",A_DAK,,Plat afgedekt,"1.1757","0",,,
"POINT (93871.863728 433800.319713)","598",A_BEDRIJF_TOEGEST,,Bedrijf,"0.0374","22",bedrijf toegestaan,bedrijf/detailhandel/voorz,A_BEDRIJF_TOEGEST
"POINT (93896.712413 433801.324397)","598",A_BEDRIJF_TOEGEST,,Bedrijf,"0.0428","22",bedrijf toegestaan,bedrijf/detailhandel/voorz,A_BEDRIJF_TOEGEST
"POINT (91875.354427 433801.500321)","574",A_DAK,,Plat afgedekt,"1.3396","0",,,
"POINT (94102.851677 433804.334642)","598",A_SEKSINR_TOEGEST,,Seksinrichting,"6.2335","0",,,
"POINT (94003.183398 433804.625895)","598",A_BEDRIJF_TOEGEST,,Bedrijf,"0.0345","22",bedrijf toegestaan,bedrijf/detailhandel/voorz,A_BEDRIJF_TOEGEST
"POINT (94013.310042 433805.045818)","598",A_BEDRIJF_TOEGEST,,Bedrijf,"0.0343","22",bedrijf toegestaan,bedrijf/detailhandel/voorz,A_BEDRIJF_TOEGEST
"POINT (94163.305281 433807.614768)","598",A_SEKSINR_TOEGEST,,Seksinrichting,"6.2335","0",,,
"POINT (94173.881032 433809.4045)","598",A_HORECA_TOEGEST,,Horeca,"5.5204","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91354.055376 433813.782914)","574",A_DAK,,Plat afgedekt,"1.1757","0",,,
"POINT (91953.128177 433820.037164)","574",A_DAK,,Plat afgedekt,"1.4646","0",,,
"POINT (91927.016841 433823.944534)","574",A_DAK,,Plat afgedekt,"5.9483","0",,,
"POINT (91808.520891 433825.927812)","574",A_DAK,,Plat afgedekt,"0.9273","0",,,
"POINT (91347.520673 433829.573123)","574",A_DAK,,Plat afgedekt,"1.1757","0",,,
"POINT (91385.675947 433848.724943)","574",A_DAK,,Plat afgedekt,"1.1757","0",,,
"POINT (91781.360886 433850.44228)","574",A_DAK,,Plat afgedekt,"0.9273","0",,,
"POINT (91953.081811 433851.001453)","574",A_DAK,,Plat afgedekt,"5.9738","0",,,
"POINT (91395.615576 433873.306861)","574",A_DAK,,Plat afgedekt,"1.1757","0",,,
"POINT (92001.586765 433873.845378)","574",A_DAK,,Plat afgedekt,"1.0988","0",,,
"POINT (91673.516494 433880.19706)","574",A_DAK,,Plat afgedekt,"5.6129","0",,,
"POINT (94495.433346 433882.610217)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (91805.214084 433883.035053)","574",A_DAK,,Plat afgedekt,"0.9345","0",,,
"POINT (94497.119091 433887.945381)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (92027.722114 433890.417237)","574",A_DAK,,Plat afgedekt,"5.9830","0",,,
"POINT (94498.604437 433892.965324)","632",A_BELHUIS_TOEGEST,,Belhuis,"4.4340","0",,,
"POINT (94717.830692 433896.900685)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (94739.285924 433900.37558)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (91400.884812 433900.904195)","574",A_DAK,,Plat afgedekt,"1.1903","0",,,
"POINT (91973.607014 433901.654722)","574",A_DAK,,Plat afgedekt,"5.9471","0",,,
"POINT (94747.097658 433901.877111)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (94754.855906 433903.042402)","632",A_BELHUIS_TOEGEST,,Belhuis,"0.1669","0",,,
"POINT (92034.26923 433905.979172)","574",A_DAK,,Plat afgedekt,"5.9603","0",,,
"POINT (94502.744921 433908.612202)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (92020.038898 433912.094501)","574",A_DAK,,Plat afgedekt,"1.1517","0",,,
"POINT (91402.484348 433916.206254)","574",A_DAK,,Plat afgedekt,"5.8621","0",,,
"POINT (91987.457513 433920.642125)","574",A_DAK,,Plat afgedekt,"5.9485","0",,,
"POINT (94597.879683 433921.243072)","632",A_BEBOUWINGSGRENS,,Winkel,"1.7540","0",,,
"POINT (91400.602007 433925.454731)","574",A_DAK,,Plat afgedekt,"1.1903","0",,,
"POINT (91893.944801 433927.610147)","574",A_DAK,,Plat afgedekt,"5.9487","0",,,
"POINT (91499.68566 433929.205949)","574",A_DAK,,Plat afgedekt,"1.1757","0",,,
"POINT (91704.076296 433932.173994)","574",A_DAK,,Plat afgedekt,"1.2463","0",,,
"POINT (91457.020049 433935.194844)","574",A_DAK,,Plat afgedekt,"1.1757","0",,,
"POINT (91708.158369 433945.520024)","574",A_DAK,,Plat afgedekt,"1.2193","0",,,
"POINT (91420.348975 433946.791861)","574",A_DAK,,Plat afgedekt,"1.1757","0",,,
"POINT (92035.07501 433950.040166)","574",A_DAK,,Plat afgedekt,"1.1471","0",,,
"POINT (94770.548525 433956.732437)","632",A_BEDRIJF_TOEGEST,,Bedrijf,"0.2591","22",bedrijf toegestaan,bedrijf/detailhandel/voorz,A_BEDRIJF_TOEGEST
"POINT (94770.467344 433956.744486)","632",A_BEDRIJF_TOEGEST,,Bedrijf,"0.6942","22",bedrijf toegestaan,bedrijf/detailhandel/voorz,A_BEDRIJF_TOEGEST
"POINT (92064.298345 433957.86856)","574",A_DAK,,Plat afgedekt,"1.3329","0",,,
"POINT (91727.556478 433960.304177)","574",A_DAK,,Plat afgedekt,"1.2609","0",,,
"POINT (91403.617332 433960.627783)","574",A_DAK,,Plat afgedekt,"1.1689","0",,,
"POINT (91692.769815 433964.871755)","574",A_DAK,,Plat afgedekt,"1.1860","0",,,
"POINT (91706.357536 433967.377215)","574",A_DAK,,Plat afgedekt,"1.2193","0",,,
"POINT (94589.130455 433971.763895)","632",A_BEBOUWINGSGRENS,,Winkel,"1.7540","0",,,
"POINT (92026.372529 433974.025865)","574",A_BELHUIS_TOEGEST,,Belhuis,"5.6307","0",,,
"POINT (92073.997514 433975.431521)","574",A_DAK,,Plat afgedekt,"1.3207","0",,,
"POINT (92053.600077 433981.791366)","574",A_HORECA_TOEGEST,,Horeca,"4.2864","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91992.212461 433982.55835)","574",A_HORECA_TOEGEST,,Horeca,"4.5090","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (92080.09165 433990.612244)","574",A_DAK,,Plat afgedekt,"1.3399","0",,,
"POINT (92060.650077 433991.761366)","574",A_HORECA_TOEGEST,,Horeca,"4.2864","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91916.45621 433998.811455)","574",A_DAK,,Plat afgedekt,"2.8202","0",,,
"POINT (92067.580077 434001.671366)","574",A_HORECA_TOEGEST,,Horeca,"4.2864","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (92057.579938 434019.147138)","574",A_DAK,,Plat afgedekt,"2.5018","0",,,
"POINT (91964.33199 434019.674124)","574",A_HORECA_TOEGEST,,Horeca,"4.5090","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91497.888675 434030.39874)","574",A_DAK,,Plat afgedekt,"1.2026","0",,,
"POINT (91986.624275 434033.412641)","574",A_BELHUIS_TOEGEST,,Belhuis,"5.6319","0",,,
"POINT (95464.809692 434035.080113)","572",A_LEIDINGNUMMER,"1",,"0.0000","0",,,
"POINT (91983.389458 434037.04159)","574",A_HORECA_TOEGEST,,Horeca,"4.5090","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91941.603664 434043.391202)","574",A_DAK,,Plat afgedekt,"2.4768","0",,,
"POINT (91889.77376 434047.769834)","574",A_DAK,,Plat afgedekt,"4.0834","0",,,
"POINT (91701.186801 434051.597893)","574",A_DAK,,Plat afgedekt,"4.4079","0",,,
"POINT (91440.860555 434055.586813)","574",A_DAK,,Plat afgedekt,"1.1965","0",,,
"POINT (94829.970656 434057.322557)","632",A_BEBOUWINGSGRENS,,Kantoor,"0.0000","0",,,
"POINT (91458.992134 434075.679419)","574",A_DAK,,Plat afgedekt,"1.1763","0",,,
"POINT (91578.034141 434079.004132)","574",A_DAK,,Plat afgedekt,"2.8356","0",,,
"POINT (91681.326334 434079.417018)","574",A_DAK,,Plat afgedekt,"2.8356","0",,,
"POINT (91716.710517 434087.997326)","574",A_DAK,,Plat afgedekt,"3.6186","0",,,
"POINT (91447.965805 434088.810652)","574",A_DAK,,Plat afgedekt,"5.9283","0",,,
"POINT (95480.971 434092.676)","537",A_BEDRIJF_TOEGEST,,Bedrijf,"0.0000","22",bedrijf toegestaan,bedrijf/detailhandel/voorz,A_BEDRIJF_TOEGEST
"POINT (91651.086999 434096.224795)","574",A_OPSL_STALLING_TOEGEST,,Opslag en stalling,"0.0000","0",,,
"POINT (91664.190459 434097.394818)","574",A_DAK,,Plat afgedekt,"4.3334","0",,,
"POINT (91909.904763 434099.584489)","574",A_DAK,,Plat afgedekt,"2.4895","0",,,
